name,reviews,ratings
Clueless,"I remember growing up watching this movie. I liked it for probably different reasons then others like it. I liked it because I hated girls like her. So I thought she just looked ridiculous the whole movie which made it funny to me. Favorite line: ""Why would I listen to you? Your a virgin that can't drive!"" LoL!",3.5
Clueless,"One of the best movies on streaming service, must watch for anyone who loves a relatable comedy!",5.0
Clueless,"An entertaining and relatable comedy film that accomplishes tackling certain topics many others fail at. It doesn't take any risks however, which hurts a little more than it helps.",3.5
Clueless,"Fell in love with Paul Rudd in this movie. And of course, Alicia Silverstone's performance was iconic level. And do I even need to talk about the outfits? Must see high school rom-com if you're a teenage girl or a middle aged gay.",5.0
Clueless,Horrid. +1 for Paul Rudd though!,1.0
Clueless,imagine Amrita Rao giving Sushmita Sen a makeover in Main Hoon Na not to get her with SRK but only to be with Satish Shah (the teacher who spits) for good grades.,2.5
Clueless,"""| Ratings Categories |
{Characters (6.5/10) ; Cinematography (7/10) ; Plot (4.5/10) ; Acting (5/10) ; Pacing (6/10) = 58%}""",3.0
Coming to America,Eddie Murphy is a really great actor as a prince! This movie shows how hard it is to find a woman that isn't a gold digger!,5.0
Coming to America,this movie goes so hard,5.0
Coming to America,"Ridiculously hilarious and hilariously ridiculous, ""Coming to America"" is inventive and witty.",5.0
Coming to America,"It's one of the best comedies of all time. It's probably Eddie Murphy's best. It's a classic and they could not replicate it, only still what they wish they had done.",5.0
Coming to America,I've watched this movie many times whenever Netflix has it I probably watch it once every 3 months or so,5.0
Coming to America,"Deliciously fresh, funny, csmart, reative, mildly socially critical, and irreverend it's-okay-to-laugh-at-yourself Eddie's-talent-is-too-big-for-one-role-anyway kind of movie (with great supporting roles, too). Hilarious! Had me rolling in the aisles. (Pity they attempted a usless and braindead carbon copy decades later.)",4.5
Coming to America,I have re-watched it many times and it never gets old.,5.0
Coming to America,"One of Eddie Murphy's best comedies from the late 80s He's headlined by a great supporting cast of Arsenio Hall, James Earl Jones, Shari Headley, Louie Anderson, and Samuel L. Jackson John Landis makes a fish-out-of-water comedy about a Royal who just wants to feel free In the nation Zamunda Prince Akeem is obligated to choose a future queen But he wants a woman that stimulates him on an intellectual level rather than physical He and his buddy Semmi embark to America to find a suitable woman He's not quite used to things in the big city of Queens so he dons a disguise as a foreign exchange student working fast food A young woman named Lisa he falls hard for but also keeping his title a secret Akeem is likable cause he values a woman's opinion not just to have a wife that'll obey his every whim, he’s naive, optimistic, and innocent Lisa is likable too being an advocate for black awareness and politics yet she doesn't want her entire life planned out by anyone This was also one of the first instances Murphy played multiple roles by himself The film even offers a different view of Africa itself; it's not a desert land by any stereotypical means but rather a palatial estate very opulent bathed in wealth and beauty The costumes and set designs are so intricate and elegant Is it always tradition for men to have power?, no journey is too great when one finds what he seeks, love should matter more than status or decree, finding someone that matches you is more important than by fancy titles Think of this as a reverse-Cinderella going from riches to rags Heck there's even similarities between this and Black Panther as far as the cultural influences showing there's more than just pre-conceived notions about its peoples This is a bit stagnant at 2 hours since you know a majority of plot points but still you can tell Murphy works some of his best chops",4.5
Coming to America,"Hi-larious, Eddie Murphy and Arsenio do not disappoint.",5.0
Coming to America,So many good lines and quotes from this movie. Totally hilarious. Eddie Murphy is a comedic genius.,5.0
Coming to America,What do you like? Whatever you like. A classic that has stood the test of time. Eddie Murphy is a gift never to take for granted.,5.0
Coming to America,"Very funny at first, but the ""serioius"" romance seems to get in the way of comedy down the stretch.",4.0
Coming to America,"I don't think it is John Landis's best film or anything, but there are a lot of very likable things about this film. I agree that when the film slows down, some the jokes do too and the pacing lags slightly then. That said, it is confidently directed, has a sweet story and the jokes that work do outweigh the ones that don't quite. The film looks good too, with some interesting locations and lush cinematography and the soundtrack is memorable. Eddie Murphy does a fine job carrying the film and manages to be very likable, not to mention some fun cameos of his courtesy of clever make-up. Arsenio Hall is good too, and it is wonderful to see James Earl Jones and Madge Sinclair again, same with scene stealers Don Ameche and Ralph Bellamy. So in conclusion, I like Coming to America very much, and Murphy does shine here. 8/10 Bethany Cox",4.0
Coming to America,"I usually dont like comedy movies or series, but i like this one. Iconic and original.",4.0
Coming to America,Brilliant and funny movie. One of Eddie Murphy's best performances. Also great performances by the rest of the main cast. A classic.,5.0
Coming to America,"Just Pure Classic, The late 80s vibe with daily american feel and in it the royal adjustment, the brilliant humour about royal stuff and patriarchy was amazing, The music was awesome specially the intro it was catachy, The barbers were just funny and the overall story is sweet and simple and the movie is a classic entertainer!",5.0
Coming to America,"Solid comedy. Coming to America gives an interesting storyline about an african prince trying to find a wife in America. Eddie Murphy does a great job in this film and really boosts this film. James Earl Jones gave a good performance as a demanding father who didn't want his son to find his own wife. Nothing necessarily special about the film, but just a solid watch with some good jokes here and there.",4.0
Coming to America,"Coming to America is a fun comedy flick that highlights the main cast, spotlighting the incredible performances by Eddie Murphy throughout the film, and his ability to always create a mixture of seriousness when needed and comedy. The film was really enjoyable, with a great score composed by Nile Rodgers, amazing comedy and inventive parodies of the real world, great costume design and a very likeable main cast of characters with charming actors who play their roles greatly. The chemistry between Eddie Murphy and Arsenio Hall allows them to be more fluent with their comedy and come off more natural, making the film more funny and compelling. The main character Akeem is created to be very likeable, with his great morals and ideas of being both a hard worker and wanting people not to like him for his status, but for who he really is. Coming to America is able to capture the gritty and grimy nature of Queen's, using bleak and dirty colours to juxtapose Africa's bright colours, contrasting the attitudes and status between the two places. Despite the movie playing off as being a romantical comedy, the inspiring story of Akeem is what takes the forefront of it for me, as I found it far more compelling and humble, with the scene between Samuel L Jackson and Akeem being my favourite in the movie, as it shows his pride and care in his low paying job. The music utilised in the film relates heavily to African culture, and is very catchy and easily to dance along too. The acting and multiple roles Eddie Murphy and Arsenio Hall take on shows how versatility they are, but I find they can struggle to grip the audience during there more grounded scenes, as their scenes can quite easily end up becoming a gag at the end of them, ruining any kind of seriousness the scene had. In the end, the film is about a humbling prince who just wants to find true love, a compelling story that can be relatable, and is a fun journey that goes by so fast.",4.0
Coming to America,"This was my first time watching it. While I had plenty of laughs, I don't think the movie quite lived up to the hype for me. Still decent enough that I'd watch it again though.",3.5
Coming to America,Sonic is the best thing ever ever seen,4.0
Crazy Rich Asians,Very fun movie to pass the time.,4.0
Crazy Rich Asians,"Such an outstanding film! Love the Asian representation through the film! Was never a fan of romance films, but this movie changed my mind on that perspective! Hopefully a sequel comes out soon! Highly recommend watching this movie if you love romance and comedy!!",5.0
Crazy Rich Asians,"Have'nt read the book but I feel its the best adaptation and most brutal, honest way of portrayal of crazy rich Asians.",3.5
Crazy Rich Asians,"Worth a watch, wish it was longer and/or added more to the story line, but interesting to watch and beautiful scenes.",3.5
Crazy Rich Asians,"My comfort watch go-to! Visually stunning, great acting, perfect balance of romance and comedy. I hope they make a sequel soon!",5.0
Crazy Rich Asians,A movie for girls night - YES.      A movie for the boys - NOPE,3.5
Crazy Rich Asians,Banal. Not worth more words.,1.0
Crazy Rich Asians,"Such a fun and beautiful film! If you're a rom-com lover, I personally think it's a must-see.",5.0
Crazy Rich Asians,Loved it! Great love story--perfect for a long plane ride.,5.0
Crazy Rich Asians,"I loved this movie, and it is definitely worth the hype it received.  It also has the most beautiful wedding scene I've ever seen.",3.5
Crazy Rich Asians,Only thing I didn't like about this movie was that it ended! I need more!,5.0
Crazy Rich Asians,"I liked this movie. The storyline was a bit weird and the plot was a bit confusing at times. Other than that, the acting was great and the effects/sets were amazing. Just check it out!",4.0
Crazy Rich Asians,As romcoms go it's pretty standard writing-wise. It does get some points for style with its setting and the more Asian-specific family dynamics make it feel a little different. I think it's decent entertainment though it didn't leave much of a lasting impression on me.,3.0
Crazy Rich Asians,"Its a good film, needs editing, some parts are unnecessary or toooooo long. I felt that its overall point was good, so many storylines that you forget who the main is.",3.0
Crazy Rich Asians,"I don't usually like romantic movies, but this one is really good!",3.5
Crazy Rich Asians,"as an Asian person, I really love it if our wealthy status got famous plus the love story. However, it is just another unsurprised story to guess; as an audience, we have different opinions about how the story should go. There should be an exciting story but it is just dreadfully boring.",3.5
Crazy Rich Asians,"Crazy Rich Asians is one of the best rom-coms in recent history. With a great cast and gorgeous setting, the film was a fun glimpse into the lives of the wealthy Asian community.

Though full of cliches and slightly melodramatic at times, this was a film I would gladly watch again. The final scenes were powerful and the music was world class (especially the cover of ""Yellow""). My feelings toward the film as a whole were perfectly captured in the wedding procession scene: amazing setting, chemistry, music and overall tone. Crazy Rich Asians is a great film!",4.0
Crazy Rich Asians,"Crazy Rich Asians brings Singapore to life through the eyes of a budding American love story. The concept of spoiled rich Asians isn't new, and in fact this is the stereotype people outside the APA community may have. The book series and this movie either reinforces or changes this narrative, depending on who you talk to. What cannot be refuted is that this was the first movie since the Joy Luck Club starring APA cast members that made crazy $$$ at the box office. Kudos for this unprecedented achievement. Looking forward to the sequel I hear is in the works!",4.0
Crazy Rich Asians,Good production.  Weak on plot.,3.0
Crazy Rich Asians,"I'm halfway through watching it and I don't like it. I hate the excess. I know it exists everywhere around the world, the money, the 'stuff', the fancy houses filled with expensive decor but I hate all that.. in the 5 years since the film came out I think, I hope, the world is changing and pulling back and away from the environmental disaster that having too much money causes. I know, perhaps, I'm veering away from the film here but we have to stop thinking that being super rich is important.. it's just ego and vanity.. also the film isn't good.. the acting is wooden.. and all I'm thinking throughout is that flying first class is a nonsense that nobody needs.. big houses are unnecessary.. we will all, in the end, be the same.. food for worms.. everything else is superficial meaningless fluff.",1.0
Dazed and Confused,"This is one of those movies that the characters feel so real and the dynamics between them feel so fleshed out that you forget there's basically no plot. A lot of characters have very little screen time, but the audience completely understands his or her place in this small town High School's social hierarchy. 

Tons of crude humor and juvenile fun make Dazed and Confused very rewatchable and relatable.",4.0
Dazed and Confused,"Alright alright alright

thats all that needs to be said",5.0
Dazed and Confused,81%. Would have given it a higher rating back in the day. Amazing soundtrack. Pretty funny the movie takes place in just over one day and it's just the seniors picking on the freshmen and then eventually a party. Lots of good actors. Fun watch.,4.0
Dazed and Confused,"Great soundtrack, Amazing cast! Fun and nostalgic movie about high schoolers looking to get into harmless trouble, hanging out, and driving around on the last day of school in 1976.",5.0
Dazed and Confused,"Richard Linklater presents the pre-‘Everybody Wants Some’ of the 1970s Like George Lucas with ‘American Graffiti’ the director recounts a bygone era of youths celebrating the only way they know how In Austin, Texas it’s 1976 and a group of teens celebrate their last summer before high school ends Much of the cast ranges from Milla Jovovich to Matthew McConnaughey to Jason London to Adam Goldberg to Ben Affleck It’s a night full of keg parties, football, and hazing A good soundtrack, an honest view of high school life reaching it’s peak, and acts as a snapshot of a moment of life we all once experienced It’s just not Linklater’s finest outing, I found it tough to connect with any of these people since the narrative never directly focuses on one specific player",2.5
Dazed and Confused,I just don't get the appeal for Linklater's films. There's no point to anything. Maybe that's how life is but a movie should have some dramatic tension or stakes or SOMETHING.,2.0
Dazed and Confused,"Completely wild yet so innocent, authentically captures adolescence so beautifully & man oh man that soundtrack totally rocked.
🍿🍿🍿🍿",4.0
Dazed and Confused,Alright alright alright,5.0
Dazed and Confused,"It's Good but definitely not for everyone. The music rocks and is the best part and throws you back in that time period perfect. The acting is really good also, with lots of charm and chemistry. But there isn't much depth to anyone and a lot are one dimensional. The editing is the biggest weakness. It's decent editing and cuts fast but it's constant ""And Than"" the ENTIRE time. It helps it follows only one night but many of the characters never even come together to form a bigger whole. And granted it feels like stuff just happening is the point and it succeeds at that and making it entertaining and putting us in a night in 76' but there needed to be a tighter narrative, less characters or underlying commentary. This is very similar to Robert Altman films but not as tight. This leads to decent pacing as it feels like it starts to run out of steam but it isn't long. The camerawork is excellent and the settings are memorable and overall the cinematography is very good. It never feels like short stories and everyone is experiencing the same night in the same location but it feels a bit much. I honestly wish we would've focused on the one 8th grade kid the entire way instead of constant jumping. The directing REALLY saves this from being a unfocused mess. It's a fun time but it isn't for everyone and honestly a bit overrated. Anyone who is a fan of any actors in this, coming of age stories, or the director will like this.",4.0
Dazed and Confused,"LOL, the funniest 01 hour: and 43 minutes ever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5.0
Dazed and Confused,"This movie was just an hour and thirty minutes of teens smoking and drinking. I have no problem with that, but that replaced a story. Nothing happened. One of the most boring movies I had ever seen, I waited for it to end the whole time and looked at my watch every few minutes. It's just a whole bunch of high schoolers driving around at night, talking about nothing particularly interesting.",3.0
Dazed and Confused,Amazing movie if you haven't already seen it do yourself a favor and watch it.,5.0
Dazed and Confused,didn’t really have a plot,3.0
Dazed and Confused,"Probably the greatest party film of all time. Awesome acting by people who became famous long after this film came out. It takes me back to my younger years, movies like this inspired my friends and I to get out and see the world.",5.0
Dazed and Confused,An over rated movie. I think people mistake the incredible cast for a great movie. Maybe worth it to see some famous actors before they were famous.  Funny thing is Jason London was probably the most famous actor when the movie had its debut.,2.0
Dazed and Confused,Well worth the $$ investment in the Criterion Blu-ray edition,4.5
Dazed and Confused,Amazing movie with amazing cast.,4.5
Dazed and Confused,"SEE IT WITH A BUD.

Dazed and Confused is a 1993 American coming-of-age comedy film written and directed by Richard Linklater 🍿

Meh, it passed the time. 
Sort of. 😕

The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",2.0
Dazed and Confused,"This movie is absolutely magical. Linklater does an amazing job of taking a movie about ordinary life and depicting it in an extraordinary way. Although I was born 30 years after the time when the film is set, I get nostalgic thinking about how times have changed from my current high school experience. I have watched this movie countless times and will continue to because of the way it allows me to escape from the reality of a technology obsessed world and see what it would be like to live in different decade. Everything about the film is perfect in my eyes- the incredible music, the lovable characters, the dialogue, and especially the way that even without a main story line it has conflict and resolution. A masterpiece!",5.0
Dazed and Confused,"Cute and nostalgic.  I recall seeing this around the time it came out and not liking it.  The movie is very unstructured and probably was too close to my own high school experience at the time.  But looking back, it was definitely not my high school experience, but it certainly is reminiscent.  I certainly felt for all the characters as they struggled to find their place amongst their peers, suffering the indignities and joys along the way.  Again, there is no real story, just a bunch of kids on the last day of school looking for a party and a place to get high with friends.  no doubt inspiring work like That 70s Show, it has the trappings and soundtrack of the time, although honestly, the time is irrelevant.  I think the 70s hook probably helped rope in young adults who had graduated 10-20 years earlier.",4.0
Dirty Rotten Scoundrels,Martin and Caine are Dirty Rotten Scoundrels. All these years later this movie is still hilarious and ingenious. An admirable performance by Glenne Headly!,4.0
Dirty Rotten Scoundrels,Awesome - a must see comedy.,5.0
Dirty Rotten Scoundrels,"Amusing. I'm a Michael Caine fan, but probably wouldn't have watched this if it weren't for him. The ending surprised me which is rare. Would recommend to pass the time.",3.0
Dirty Rotten Scoundrels,One of my all-time favorite movies!,5.0
Dirty Rotten Scoundrels,Best comedy I've seen in my 75 years.,5.0
Dirty Rotten Scoundrels,"Not terrible, but doesn't quite hold up like other top comedies of the time.",3.0
Dirty Rotten Scoundrels,"This is such a classic movie. A must watch, just brilliant peak performances from Michael Caine, Steve Martin and Glenne Headly.",5.0
Dirty Rotten Scoundrels,"""Don't make me crawl around you. The sand is too hot.""

From the premise to the upbeat score, Dirty Rotten Scoundrels feels like a film out of time, made 30 years prior with equipment from the future. So classic in its sensibilities, a battle of wits between two delightful characters with a screwball flavor. Steve Martin and Michael Caine are never really thought of as a duo, but it makes sense - the charming buffoon vs. the refined man of taste; together they have excellent chemistry as they go from distant strangers, to teacher and student, and finally rivals locked in a competition of deceit. The story is nominally about criminals willing to stab one another in the back, but is somehow never cruel; even when someone gets a leg up on another it's always taken in stride. Martin is at his best with his ability to switch back and forth from sarcastic swindler to Three Stooges routine, and Caine forms an effective counter even though he's really the straight man of the duo. The plot developments aren't necessarily earthshaking and start to fall into place before the final reveal, but that doesn't make them any less fun to watch. 

Functionally, it's not necessarily to everyone's tastes but in sructure should be considered one of those perfectly designed comedies, one of the best of the 1980s that doesn't feature Leslie Nielsen or a ZAZ team member. (4/5)",4.0
Dirty Rotten Scoundrels,"God idea and a plot with the necessary twists and turns. However, Steve Martin is highly overrated, while Michael Caine is solid, as usual.",3.0
Dirty Rotten Scoundrels,The first 35 minutes is brilliant. Downhill after that.,3.0
Dirty Rotten Scoundrels,"I thought it was a brilliant comedy with a good plot and a great twist at the end.

Lovely scenic areas the film was made in, in the South of France too.",5.0
Dirty Rotten Scoundrels,Solid conman capers from Martin and Caine. Very predictable but fun at times.,3.5
Dirty Rotten Scoundrels,Obnoxious score and a bad performance by Steve Martin spoil this comedy about two con men on the French Riviera.,2.0
Dirty Rotten Scoundrels,Top 100 movie of all time,5.0
Dirty Rotten Scoundrels,Martin and Caine are comedy magic together,4.0
Dirty Rotten Scoundrels,Too much fun!  Steve Martin and Michael Cane are terrific!  The ending is a super fun surprise.,5.0
Dirty Rotten Scoundrels,Only a dopey American would think a member of the monarchy could be a freedom fighter.,4.0
Dirty Rotten Scoundrels,Unfunny bits not Blobbo cup tea.,3.0
Dirty Rotten Scoundrels,Rating: 6/10. 68/100,3.0
Dirty Rotten Scoundrels,"The comedic duo you didn't know you needed. A great reincarnation of the original work, DRS delivers tit for tat setups and makes the audience wish Caine and Martin had done more films together.",3.5
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,It has been a while since I literally laughed out loud so consistently in a movie! This film is a hilarious and shockingly relevant satire that does not pull any punches. The scenes where the president is on the phone with the mysterious Dimitri are some of the funniest I've ever seen. It's also got a lot of slow parts that seem to drag on; a person can only watch mundane airplane operations for so long before one starts to question their sanity. But the funny parts are just so damn funny that this movie is impossible not to love.,4.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,Doesn't get any better than this.  Just watch it.,5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb, directed by the legendary Stanley Kubrick and featuring the incomparable Peter Sellers, is a cinematic gem that seamlessly blends dark comedy, political satire, and social commentary. Released in 1964, during the height of the Cold War, the film's genius lies in its ability to tackle the terrifying topic of nuclear warfare with razor-sharp wit and satire. In this article, we will explore the brilliance of Stanley Kubrick, the exceptional performance of Peter Sellers, and decipher the underlying meaning and symbolism behind this satirical masterpiece.
The Brilliance of Stanley Kubrick:
Stanley Kubrick was known for his meticulous attention to detail and his uncompromising artistic vision. Dr. Strangelove showcases Kubrick's unparalleled ability to navigate complex subject matters and present them in a thought-provoking and entertaining manner. The film's technical excellence, precise cinematography, and masterful use of black humor exemplify Kubrick's genius.
Multi-Talented Peter Sellers:
Peter Sellers's performance in Dr. Strangelove is nothing short of extraordinary. Playing three distinct roles, including the titular character, Sellers displays his incredible range and comedic timing. From the bumbling Group Captain Lionel Mandrake to the deranged ex-Nazi scientist Dr. Strangelove himself, Sellers effortlessly embodies each character, leaving an indelible mark on the film's comedic brilliance. His ability to switch between nuanced performances showcases his versatility as an actor and highlights his immense contribution to the success of the film.
The Dark Comedy in Dr. Strangelove:
Dr. Strangelove is widely regarded as a dark comedy masterpiece. The film's humor arises from the absurdity and irony of the situation it presents—a rogue U.S. Air Force general orders a nuclear strike on the Soviet Union, triggering a cascade of disastrous events. Kubrick skillfully uses satire and irony to highlight the absurdity of the Cold War mentality, military bureaucracy, and the potential catastrophic consequences of nuclear weapons.
One of the key elements that make the film's humor so effective is its juxtaposition of serious subject matter with comedic performances. Kubrick's decision to cast actors known for their comedic talent, such as Peter Sellers and George C. Scott, adds an extra layer of wit and charm to the film. By presenting such a grave topic through humor, the audience is simultaneously entertained and forced to confront the gravity of nuclear warfare.
Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb stands as a testament to Stanley Kubrick's visionary filmmaking and Peter Sellers' exceptional talent. Through its dark comedy, the film skillfully satirizes the Cold War era, nuclear weapons, and the inherent flaws of human nature. It uses humor as a vehicle to explore serious and frightening subject matter, forcing the audience to confront the irrationality and potential consequences of nuclear warfare.",4.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"After seeing this movie for the first time after watching 2001, a clockwork orange and, the shinning, I was surprised by this film. Historically put in context this film was far and away describes the nuclear fears during the Cold War, clever jokes hold up like ""no fighting in the war room"" but others fall flat. There are some parts where I can see the comedians trying to be funny but it just doesn't work for me 100% of the time. 4 1/2 stars with half a star missing because I don't see myself watching it again anytime soon, and I don't like the ending personally.",4.5
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"This movie really shows how interesting and exciting an hour and a half of people sitting around a table, talking about action can be. You would expect in a movie like this to be bored while they are talking, and relieved when the scenes in the plane show up, but I actually waited for those scenes to end so that I could get caught up with the news and information being talked about in the war room. The soundtrack has one song played multiple times in slightly different variations, and it is very interesting. It is definitely very different than other Kubrick movies, and if I didn't know better, I wouldn't have guessed it was one of his movies, but even though it was different, it was definitely excellent.",4.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"An American Brigadier puts the world on the verge of a nuclear catastrophe, when he deploys a B-52 bomber on the Russians, without informing his superiors.

Dr. Strangelove is an amazing movie to look at, but the story didn't fully work for me entirely. The performances of everybody are great, George C. Scott was the highlight for me personally. Stanley Kubrick created a pretty funny movie in my opinion, but still with a serious tone underneath it. The movie is pretty ridiculous at times, a bit to much at places for me personally, but overall it's an enjoyable movie and one about a subject, that will automatically create tension for the viewer and is intriguing to look at.",4.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,Best film of all time period.  And how about Sellers' triple role?  Nuff Said.,5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"The greatest comedy film of all time. Sellers' 3-man performance steals the show, and even when none of his characters are on screen, George C. Scott, Slim Pickens, and Sterling Hayden provide hilariously note-perfect supporting roles. Needless to say, Stanley Kubrick was (and still is) the only filmmaker who could have ever possibly captured the ""essence"", if you will, of the heart of the movie.",5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,This Is In My Opinion The Best Film Ever Made No Questions. Everyone Must See It.,5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,arguably the funniest movie ever made.,5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,A must. Peter Sellers ist suberb.,5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,This made me want to cry cause it was so bad.,0.5
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"I didn't quite understand all of the jokes, but I enjoyed this movie enormously. It is essentially one of the best satirical comedies out there. Peter Sellers was hilarious here in no less than 3 roles. My personal favourite was the president. My favourite line of the film is actually in the title of this review, as Dad and I watched this at midnight and couldn't stop laughing. I loved Sellers also as the man in the wheelchair Strangelove, who tries to impersonate Hitler, I think. There was a brilliant performance from fine actor George C. Scott, who I really admire. I personally think there isn't enough of these two stars on television, I really don't. I noticed a young James Earl Jones too, and the camera-work and direction were both excellent. Got to love the music, I did, a bit ironic, but that was the intention. Great movie! 9/10. Bethany Cox",4.5
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"I consider this the most brilliant comedy I have ever seen, a classic for the ages. You actually had to live through that era to realize how true the satire's message: A wacko might actually start The War. I can't add anything to reviews already written—EXCEPT

How could EVERYBODY miss Sterling Hayden's Jack D. Ripper? Not once can I find him mentioned in the comments. He isn't even named or pictured in the cast list! You wouldn't know he was in the movie. It's an outrage. The scenes that have stuck most chillingly in my memory for 55 years are the stark, single-light up-from-below shots of him puffing on a cigar, calmly explaining that he has set off the nuclear end of the world because of the Communist plot of fluoridation. His name in the cast list is a half-century overdue.",5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"One of the best satires every rolled out from film. One man can litterly destroyd the world, if the will is there. Taking the dumbness of a nuclear war and dissecting it down to the very core of the cell. For when one cell unleashing a unchangeable chain of events, foolproofed to the utter rims foolproofsness, madness can bluster. Slipping this fine dish of a movie out on the marked at the very top of the cold war,which itself was  a strategic bold move. Kubrick is taking your hand and, walks us straight into the war room, a bizarre shrine of endless power. Tops it all with a Dr. Strangelove third reich wet dream.",5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,Amazing dark comedy and absolute classic.,5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"Yes this is masterpiece, short and crisp. But I prefer Fail-Safe to this because I believe this is serious matter. Rewatched in 2022.",3.5
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,A very funny movie but a movie with an incredible importance. Perfectly encapsulates the archetypes and thinking of the Cold War era. If you haven't seen this film you can not fully understand that era.,5.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,"This film features a lot of dry wit and is a good piece of political satire. I liked how the various people, representing different aspects of the US (the military etc.) and other nationalities, are put together in close quarters in the war room, which inevitably lead to some clashes. This isn't the sort of film that offers lots of immediate laughs but I appreciated the quirky characters and there are certainly some rather amusing pieces of dialogue, one famous quote being 'Gentlemen, you can't fight in here, this is the war room!'. 

I found the phone calls made by various officials particularly amusing. One conversation features an official arguing with the person on the other end of the line that 'I'm capable of being just as sorry as you are' and consequently going off in a huff. There is a pointed sense of immaturity portrayed in the way that such people communicate with one another, which makes you think about the potential childishness, the one up-man ship aspect of war and of political confrontation generally I suppose. I found it somehow amusing that one of the characters kept referring to the Russians as the 'Ruskies'.

I liked the various characters played by Peter Sellers. His characters are, unsurprisingly, quite comical in tone and have an edge of caricature about them. The film has a serious theme (the threat of nuclear war) and it does well at making us think what could happen. It has some distinctly comic moments within the script but it also poses some important questions, makes the viewer see the somewhat sinister side of megalomania and its certainly decent as a piece of thought provoking cinema. The fact its filmed in black and white is also quite well judged, I feel, as it gives it an almost timeless feel to it. The film dates from the mid 1960s, when most films were shot in colour as standard and given the very modern danger that was an all out nuclear war, at the time this film was made and initially released, its perhaps ironic that its shown in a normally quite dated way but it does give it a timeless feel somehow.

The plot is a bit meandering and it won't appeal to everyone but I'm glad I've seen it twice now as I feel I appreciate it more now and the first time I saw it, I really wasn't in the mood for this type of film (political satire) and indeed I stopped watching after half an hour or so. Given I saw the drama show Catch 20 recently, I could see some similarities and perhaps better understand where its coming from.

I would recommend this to people in the mood for such a film, not an all out laugh a minute comedy or a light and easy watch as such and not for people hoping for constant fast paced action or war scenes but otherwise its a cult classic that I'd say is worth a watch.",4.0
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,It's no Mac and Me (1988) but it's still pretty good.,5.0
Duck Soup,Looney Tunes and Animaniacs did it better with reasonable sociopathy. 4/10 - Very bad.,2.0
Duck Soup,It's the Marx brothers. If you don't know you cant understand. Legends of comedy. Watch a Marx brothers movie and read a book and eat your veggies.,5.0
Duck Soup,"A truly timeless humor that I originally assumed wouldn't be funny, but always has me laughing out loud. That said, this ultimately feels more like a series of comedy skits than a cohesive movie with a narrative through-line. The peanut/lemonade vendor scene is one of my favorites and such an excellent showcase of the Marx brothers' physical comedy chops.",3.5
Duck Soup,"This movie is wretched. I hated every moment of it almost universally. I've liked other Marx brothers films in the past, but this was profoundly upsetting. As satire goes, it feels as pointy as a sponge. The humor almost never feels like it's appropriate to the conversation or scene going on, and I literally laughed twice during the whole movie. Apparently, I'm in the minority here, but from where I'm sitting this movie blows chunks and I wish I could get the hour and change of my life I spent watching this back so I could watch paint dry, or pick lint from between my toes or do literally anything else.",1.0
